项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
文汇农贸市场综合楼M栋,宝安,72.15,住宅,二房,299,--,258817380820乐有家,深圳市乐有家房产交易有限公司,2025-08-01 12:08:30~2025-10-01 12:10:30,2025-04-04
德弘基创客居1栋,宝安,71.96,住宅,二房,600,--,257462505347乐有家,深圳市乐有家房产交易有限公司,2025-07-10 10:07:53~2025-09-09 10:09:53,2025-03-26
青春庭园1栋,宝安,53.61,住宅,二房,265,60000,254746604097中原地产,中原地产代理（深圳）有限公司,2025-07-12 08:07:27~2025-09-11 08:09:27,2025-04-05
宝安海滨广场(三期)1栋,宝安,55.15,住宅,二房,350,75000,253471502691六六好房,深圳市六六好房网络科技有限公司,2025-07-11 04:07:20~2025-09-10 04:09:20,2025-02-13
新锦安海纳公馆1栋,宝安,75.83,住宅,二房,850,--,256553487501乐有家,深圳市乐有家房产交易有限公司,2025-07-28 08:07:38~2025-09-27 08:09:38,2025-03-29
金港华庭1栋,宝安,64.66,住宅,二房,350,63300,257460918620乐有家,深圳市乐有家房产交易有限公司,2025-06-20 12:06:43~2025-08-20 12:08:43,2025-03-27
招商果岭花园7栋,宝安,70.64,住宅,二房,436,64700,258586974736深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-07-26 12:07:49~2025-09-25 12:09:49,2025-03-27
雍和园1栋,宝安,73.42,住宅,二房,500,72300,253905142169链家,深圳链家房地产经纪有限公司,2025-07-26 12:07:31~2025-09-25 12:09:31,2025-03-30
桃源居14区ABC栋,宝安,74.23,住宅,二房,300,50000,259599786520乐有家,深圳市乐有家房产交易有限公司,2025-07-27 04:07:24~2025-09-26 04:09:24,2025-03-28
新安湖花园新俊阁,宝安,70.3,住宅,二房,365,62000,258373316646深房联地产,深圳市深房联地产投资顾问有限公司,2025-06-26 12:06:29~2025-08-26 12:08:29,2025-03-18
润科华府（一期）,宝安,64.33,商务公寓,二房,249,62000,252979694048乐有家,深圳市乐有家房产交易有限公司,2025-07-24 04:07:30~2025-09-23 04:09:30,2025-03-28
绿海名苑1栋,宝安,59.84,住宅,二房,366,61200,253721856400乐有家,深圳市乐有家房产交易有限公司,2025-07-01 08:07:36~2025-08-31 08:08:36,2025-03-03
中洲华府7#楼,宝安,49.26,住宅,二房,520,87100,253405712388鸿景元地产,深圳市鸿景元地产咨询有限公司,2025-07-17 08:07:34~2025-09-16 08:09:34,2025-03-27
桃源居1#住宅楼,宝安,83.6,住宅,二房,370,48000,256845793393链家,深圳链家房地产经纪有限公司,2025-05-26 06:05:56~2025-08-25 06:08:56,2025-07-25
潜龙*鑫茂花园A区3栋,宝安,70.18,住宅,二房,430,61300,254175071283乐有家,深圳市乐有家房产交易有限公司,2025-06-25 06:06:39~2025-08-25 06:08:39,2025-02-23
金港华庭1栋,宝安,64.17,住宅,二房,350,63300,259099043592链家,深圳链家房地产经纪有限公司,2025-06-19 02:06:38~2025-08-19 02:08:38,2025-02-20
风临洲苑1栋,宝安,76.49,住宅,二房,580,83800,250069580633中原地产,中原地产代理（深圳）有限公司,2025-06-30 02:06:22~2025-08-30 02:08:22,2025-03-27
佳华书苑雅阁1栋,宝安,43.21,住宅,二房,450,100300,250249554452乐有家控股,深圳市乐有家控股集团有限公司,2025-07-02 04:07:22~2025-09-01 04:09:22,2025-03-20
中粮紫云花园商住楼2栋,宝安,71.97,住宅,二房,850,106500,250827615045中原地产,中原地产代理（深圳）有限公司,2025-06-29 02:06:23~2025-08-29 02:08:23,2025-03-04
幸福港湾尚品居,宝安,64.01,住宅,二房,385,73500,255678412967乐有家,深圳市乐有家房产交易有限公司,2025-06-26 10:06:30~2025-08-26 10:08:30,2025-03-28
丽景城11栋,宝安,71.51,住宅,二房,428,62100,258903744698乐有家,深圳市乐有家房产交易有限公司,2025-07-27 06:07:37~2025-09-26 06:09:37,2025-03-28
魅力时代花园1栋,宝安,50.23,住宅,二房,360,74800,255612194515乐有家,深圳市乐有家房产交易有限公司,2025-07-22 08:07:40~2025-09-21 08:09:40,2025-03-25
潜龙*鑫茂花园A区6栋,宝安,70.12,住宅,二房,360,61300,251586216833乐有家,深圳市乐有家房产交易有限公司,2025-07-22 04:07:08~2025-09-21 04:09:08,2025-03-28
桃源居14区ABC栋,宝安,74.23,住宅,二房,350,50000,258578703174中原地产,中原地产代理（深圳）有限公司,2025-07-07 08:07:28~2025-09-06 08:09:28,2025-03-28
丽景城2栋,宝安,71.54,住宅,二房,338,62100,250203854350链家,深圳链家房地产经纪有限公司,2025-07-19 04:07:32~2025-09-18 04:09:32,2025-03-28
潜龙*鑫茂花园B区1栋,宝安,68.66,住宅,二房,346,61300,253087803962链家,深圳链家房地产经纪有限公司,2025-08-07 02:08:45~2025-10-07 02:10:45,2025-04-08
富盈门花园A栋,宝安,70.97,住宅,二房,390,57600,254191598502锦橙地产,深圳市锦橙房地产经纪有限公司,2025-07-15 10:07:25~2025-09-14 10:09:25,2025-04-06
员工宿舍H栋,宝安,55.56,宿舍,二房,350,85000,250095105205乐有家,深圳市乐有家房产交易有限公司,2025-08-06 06:08:22~2025-10-06 06:10:22,2025-04-07
碧水龙庭1栋,宝安,73.31,住宅,二房,390,57200,250357498183乐有家控股,深圳市乐有家控股集团有限公司,2025-07-04 04:07:33~2025-10-03 04:10:33,2025-07-05
魅力时代花园1栋,宝安,76.3,住宅,二房,488,74800,259896234930中原地产,中原地产代理（深圳）有限公司,2025-07-20 12:07:32~2025-09-19 12:09:32,2025-03-30
海雅广场1栋,宝安,82.36,住宅,二房,600,81200,257656248394乐有家,深圳市乐有家房产交易有限公司,2025-07-28 06:07:23~2025-09-27 06:09:23,2025-03-31
新阳丽舍1栋,宝安,38.72,住宅,二房,155,42200,255658154235乐有家控股,深圳市乐有家控股集团有限公司,2025-06-28 10:06:43~2025-08-28 10:08:43,2025-03-02
湾上六座花园6栋,宝安,73.49,住宅,二房,500,74200,258184104621锦亿置业,深圳市锦亿置业有限公司,2025-06-21 08:06:37~2025-08-21 08:08:37,2025-03-29
香格丽湾园6栋,宝安,60.23,住宅,二房,359,65000,258965790214中原地产,中原地产代理（深圳）有限公司,2025-07-16 04:07:45~2025-09-15 04:09:45,2025-03-16
缤纷世界花园A栋,宝安,72.9,住宅,二房,435,65000,250865791861乐有家,深圳市乐有家房产交易有限公司,2025-07-29 12:07:20~2025-09-28 12:09:20,2025-03-29
福安雅园8栋,宝安,68.63,住宅,二房,278,--,251090466865乐有家,深圳市乐有家房产交易有限公司,2025-06-10 04:06:44~2025-09-09 04:09:44,2025-06-13
尚都花园1栋,宝安,81.72,住宅,二房,796,88400,258597074376链家,深圳链家房地产经纪有限公司,2025-06-20 06:06:27~2025-08-20 06:08:27,2025-03-29
泰华*俊庭(1栋),宝安,63.43,住宅,二房,340,71000,250116946485链家,深圳链家房地产经纪有限公司,2025-06-30 08:06:28~2025-08-30 08:08:28,2025-03-25
弘雅花园(四期)雅兰亭5号楼,宝安,70.77,住宅,二房,380,58000,257907943538弘雅地产,深圳弘雅房地产经纪有限责任公司,2025-07-25 08:07:38~2025-10-24 08:10:38,2025-08-05
华强城市花园（一期）B区3栋,宝安,69.91,住宅,二房,325,--,255841359391乐有家,深圳市乐有家房产交易有限公司,2025-07-22 02:07:57~2025-09-21 02:09:57,2025-03-31
滢水山庄二期20栋,宝安,73.16,住宅,二房,318,43500,250910443719乐有家,深圳市乐有家房产交易有限公司,2025-07-25 10:07:36~2025-09-24 10:09:36,2025-03-29
都市翠海华苑1栋,宝安,60.16,住宅,二房,480,100800,251646346879乐有家控股,深圳市乐有家控股集团有限公司,2025-07-21 04:07:37~2025-09-20 04:09:37,2025-03-31
金地上塘道花园2栋,宝安,64.94,住宅,二房,390,66600,254864730662乐有家,深圳市乐有家房产交易有限公司,2025-06-20 04:06:25~2025-08-20 04:08:25,2025-03-21
金地上塘道花园10栋,宝安,36.99,住宅,二房,310,66600,258948192480乐有家,深圳市乐有家房产交易有限公司,2025-06-21 10:06:06~2025-08-21 10:08:06,2025-03-28
勤诚达乐园,宝安,79.86,住宅,二房,650,--,256100285574乐有家,深圳市乐有家房产交易有限公司,2025-07-07 12:07:23~2025-09-06 12:09:23,2025-03-10
冠利达大厦二栋,宝安,53.5,宿舍,二房,190,43000,250418645846宇尚居,深圳市宇尚居科技有限公司,2025-07-10 02:07:28~2025-09-09 02:09:28,2025-04-12
泰华锦绣城1栋,宝安,82.2,住宅,二房,390,49100,254574443999深圳市和腾房地产有限公司,深圳市和腾房地产有限公司,2025-06-29 06:06:24~2025-08-29 06:08:24,2025-03-05
世纪春城（6号地块）1栋,宝安,57.13,住宅,二房,315,56000,257256874579链家,深圳链家房地产经纪有限公司,2025-07-11 12:07:28~2025-09-10 12:09:28,2025-03-16
香缇雅苑1＃楼,宝安,43.58,住宅,二房,199,54300,253077331684深圳市宏帆房地产经纪有限公司,深圳市宏帆房地产经纪有限公司,2025-05-28 04:05:25~2025-08-27 04:08:25,2025-07-27
时代景苑4栋,宝安,67.16,住宅,二房,240,43100,250392400426中原地产,中原地产代理（深圳）有限公司,2025-07-02 04:07:23~2025-09-01 04:09:23,2025-03-09
湾上六座花园2栋,宝安,84.06,住宅,二房,612,74200,259772031021深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-06-29 08:06:22~2025-08-29 08:08:22,2025-03-05
丽景城1栋,宝安,71.59,住宅,二房,368,62100,256518020275中原地产,中原地产代理（深圳）有限公司,2025-07-13 08:07:30~2025-09-12 08:09:30,2025-03-14
华业玫瑰四季馨园一期2栋,宝安,70.85,住宅,二房,480,73800,256707382834六六好房,深圳市六六好房网络科技有限公司,2025-07-22 06:07:51~2025-09-21 06:09:51,2025-02-19
金港华庭1栋,宝安,64.14,住宅,二房,330,63300,251103918340中原地产,中原地产代理（深圳）有限公司,2025-06-21 10:06:21~2025-08-21 10:08:21,2025-03-14
深物业新华城美花园1栋,宝安,77.68,住宅,二房,435,54400,250181087997乐有家控股,深圳市乐有家控股集团有限公司,2025-07-01 02:07:25~2025-08-31 02:08:25,2025-03-11
凤凰雅居1栋,宝安,46.75,住宅,二房,251,64700,252654125387深圳市福佑地产经纪有限公司,深圳市福佑地产经纪有限公司,2025-07-08 08:07:21~2025-09-07 08:09:21,2025-03-16
兴达华府1栋,宝安,68.06,住宅,二房,329,60000,257369473482中原地产,中原地产代理（深圳）有限公司,2025-07-18 12:07:48~2025-09-17 12:09:48,2025-03-19
世纪春城2栋,宝安,74.18,住宅,二房,330,51500,250029169775乐有家,深圳市乐有家房产交易有限公司,2025-07-12 04:07:34~2025-09-11 04:09:34,2025-03-19
世纪春城四期2#楼,宝安,71.83,住宅,二房,375,57000,251153389480乐有家控股,深圳市乐有家控股集团有限公司,2025-07-25 04:07:03~2025-09-24 04:09:03,2025-05-29
滢水山庄一期2栋,宝安,71.74,住宅,二房,310,43500,259297054434乐有家控股,深圳市乐有家控股集团有限公司,2025-06-23 04:06:38~2025-08-23 04:08:38,2025-03-19
桃源居12区13栋,宝安,81.64,住宅,二房,330,48000,251952280125乐有家,深圳市乐有家房产交易有限公司,2025-07-12 08:07:45~2025-09-11 08:09:45,2025-03-13
满京华云著花园（二期）2号楼,宝安,72.22,住宅,二房,279,45800,254840292701中原地产,中原地产代理（深圳）有限公司,2025-06-25 10:06:37~2025-08-25 10:08:37,2025-02-26
富盈门花园B栋,宝安,74.73,住宅,二房,400,57600,256890133113乐有家,深圳市乐有家房产交易有限公司,2025-08-15 06:08:59~2025-10-15 06:10:59,2025-03-18
汇源阁1栋,宝安,88.72,住宅,二房,350,49000,259905161839中原地产,中原地产代理（深圳）有限公司,2025-07-18 02:07:26~2025-09-17 02:09:26,2025-03-19
理想居1栋,宝安,77.77,住宅,二房,398,55300,258073056185鑫联地产,深圳市鑫联地产有限公司,2025-07-13 06:07:31~2025-09-12 06:09:31,2025-03-14
缤纷世界花园C4栋,宝安,71.61,住宅,二房,498,65000,255934927059乐有家,深圳市乐有家房产交易有限公司,2025-07-19 12:07:03~2025-09-18 12:09:03,2025-03-19
天骄世家2栋,宝安,72.16,住宅,二房,370,60200,255042354940德居房地产,深圳德居房地产经纪有限公司,2025-07-17 02:07:25~2025-09-16 02:09:25,2025-02-22
龙岸花园4栋,宝安,59.45,住宅,二房,400,56000,257145618494乐有家,深圳市乐有家房产交易有限公司,2025-06-26 06:06:29~2025-08-26 06:08:29,2025-03-11
招商观园9栋,宝安,75.61,住宅,二房,318,47000,258991825917深圳市卓鸿房地产有限公司,深圳市卓鸿房地产有限公司,2025-07-04 12:07:37~2025-09-03 12:09:37,2025-03-16
佳华书苑雅阁1栋,宝安,73.16,住宅,二房,650,100300,255765419430链家,深圳链家房地产经纪有限公司,2025-07-04 08:07:32~2025-09-03 08:09:32,2025-03-06
泰华*俊庭(1栋),宝安,60.06,住宅,二房,339,71000,250891270212中原地产,中原地产代理（深圳）有限公司,2025-07-14 04:07:05~2025-09-13 04:09:05,2025-04-01
华盛新沙荟名庭（三期）,宝安,68.49,住宅,二房,270,49000,252538059419中原地产,中原地产代理（深圳）有限公司,2025-06-25 08:06:28~2025-08-25 08:08:28,2025-04-02
深物业新华城美花园1栋,宝安,72.74,住宅,二房,370,54400,251764403890乐有家,深圳市乐有家房产交易有限公司,2025-07-19 02:07:32~2025-09-18 02:09:32,2025-04-05
桃源盛世园1#-6#楼,宝安,79.79,住宅,二房,420,55000,254403545590乐有家,深圳市乐有家房产交易有限公司,2025-08-04 12:08:50~2025-10-04 12:10:50,2025-04-14
碧海富通城7栋,宝安,65.74,住宅,二房,420,70200,251144859305胜景地产,深圳市胜景房地产咨询有限公司,2025-07-18 04:07:34~2025-09-17 04:09:34,2025-03-18
广信花园广祺阁,宝安,75.98,住宅,二房,380,51000,257511537758百福地产,深圳市百福房地产投资顾问有限公司,2025-06-22 08:06:30~2025-08-22 08:08:30,2025-02-23
碧海富通城5栋,宝安,57.82,住宅,二房,350,70200,257753954239中原地产,中原地产代理（深圳）有限公司,2025-06-21 10:06:59~2025-08-21 10:08:59,2025-03-03
湾美花园9#楼,宝安,54.16,住宅,二房,420,85000,252724168928中原地产,中原地产代理（深圳）有限公司,2025-06-27 08:06:43~2025-08-27 08:08:43,2025-02-27
龙岸花园3栋,宝安,81.05,住宅,二房,535,56000,254520449481乐有家控股,深圳市乐有家控股集团有限公司,2025-07-03 08:07:45~2025-09-02 08:09:45,2025-03-11
黄金大厦1栋,宝安,64.26,住宅,二房,325,65400,250758723850乐有家,深圳市乐有家房产交易有限公司,2025-06-27 10:06:29~2025-08-27 10:08:29,2025-02-26
白金假日公寓1栋,宝安,42.75,住宅,二房,290,82400,251269061117乐有家,深圳市乐有家房产交易有限公司,2025-08-06 12:08:55~2025-10-06 12:10:55,2025-06-06
招商果岭花园7栋,宝安,61.2,住宅,二房,355,64700,259709182753乐有家,深圳市乐有家房产交易有限公司,2025-07-28 10:07:33~2025-09-27 10:09:33,2025-03-29
美丽AAA花园1栋,宝安,80.95,住宅,二房,400,50500,250367370124乐有家,深圳市乐有家房产交易有限公司,2025-06-20 02:06:25~2025-08-20 02:08:25,2025-02-24
雅仕阁一栋,宝安,52.02,住宅,二房,268,56500,255362578382乐有家,深圳市乐有家房产交易有限公司,2025-07-04 12:07:33~2025-09-03 12:09:33,2025-03-12
富盈门花园A栋,宝安,75.45,住宅,二房,420,57600,255945935621乐有家,深圳市乐有家房产交易有限公司,2025-06-24 06:06:29~2025-08-24 06:08:29,2025-02-25
富盈门花园A栋,宝安,75.45,住宅,二房,420,57600,250715538643乐有家,深圳市乐有家房产交易有限公司,2025-07-04 04:07:31~2025-09-03 04:09:31,2025-03-14
湾美花园9#楼,宝安,54.09,住宅,二房,486,85000,258645583457乐有家,深圳市乐有家房产交易有限公司,2025-07-02 12:07:49~2025-09-01 12:09:49,2025-02-06
青春庭园1栋,宝安,56.21,住宅,二房,238,60000,256398325513中原地产,中原地产代理（深圳）有限公司,2025-07-20 08:07:26~2025-09-19 08:09:26,2025-03-04
凤凰天誉华府,宝安,58.96,住宅,二房,410,--,256999072053鸿景元地产,深圳市鸿景元地产咨询有限公司,2025-07-04 10:07:23~2025-09-03 10:09:23,2025-03-06
风临洲苑1栋,宝安,76.31,住宅,二房,560,83800,258156755795乐有家,深圳市乐有家房产交易有限公司,2025-06-19 02:06:32~2025-08-19 02:08:32,2025-02-28
玉湖湾花园1栋,宝安,42.03,住宅,二房,329,82200,251484253797乐有家,深圳市乐有家房产交易有限公司,2025-07-03 08:07:27~2025-09-02 08:09:27,2025-03-06
流塘商务大厦3栋,宝安,46.62,办公,二房,169,--,254349797351裕安置业,深圳市裕安置业投资有限公司,2025-07-16 02:07:33~2025-09-15 02:09:33,2025-03-17
白金酒店公寓1栋,宝安,54.48,住宅,二房,350,78200,259339722219乐有家,深圳市乐有家房产交易有限公司,2025-07-23 08:07:22~2025-09-22 08:09:22,2025-03-20
勤诚达正大城悦园10栋,宝安,67.81,住宅,二房,259,--,257912101333鹏明地产,鹏明网络信息咨询深圳有限公司,2025-07-12 02:07:22~2025-09-11 02:09:22,2025-02-14
泰华苑A栋,宝安,51.19,住宅,二房,340,64200,259493414694乐有家,深圳市乐有家房产交易有限公司,2025-07-13 10:07:47~2025-09-12 10:09:47,2025-03-15
汇源阁1栋,宝安,82.31,住宅,二房,320,49000,259668143379乐有家,深圳市乐有家房产交易有限公司,2025-07-21 08:07:09~2025-09-20 08:09:09,2025-02-25
翠景居B栋,宝安,60.4,住宅,二房,260,45200,257854193049中原地产,中原地产代理（深圳）有限公司,2025-07-05 10:07:21~2025-09-04 10:09:21,2025-03-11
世纪春城1栋,宝安,76.11,住宅,二房,340,51500,254036445083链家,深圳链家房地产经纪有限公司,2025-06-27 04:06:40~2025-08-27 04:08:40,2025-03-11
世纪春城四期2#楼,宝安,75.6,住宅,二房,375,57000,252983297405链家,深圳链家房地产经纪有限公司,2025-06-19 12:06:28~2025-08-19 12:08:28,2025-03-19
皓月花园15栋,宝安,65.68,住宅,二房,298,53400,252507817812乐有家,深圳市乐有家房产交易有限公司,2025-07-08 06:07:51~2025-09-07 06:09:51,2025-03-09
桃源盛景园10栋,宝安,87.32,住宅,二房,435,53000,259004794218乐有家,深圳市乐有家房产交易有限公司,2025-07-07 09:07:06~2025-09-06 09:09:06,2025-03-21
白金假日公寓1栋,宝安,44.03,住宅,二房,360,82400,254606356297深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-06-24 02:06:32~2025-08-24 02:08:32,2025-02-28
