项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
世纪春城四期2#楼,宝安,71.83,住宅,二房,375,57000,251153389480乐有家控股,深圳市乐有家控股集团有限公司,2025-07-25 04:07:03~2025-09-24 04:09:03,2025-05-29
滢水山庄一期2栋,宝安,71.74,住宅,二房,310,43500,259297054434乐有家控股,深圳市乐有家控股集团有限公司,2025-06-23 04:06:38~2025-08-23 04:08:38,2025-03-19
桃源居12区13栋,宝安,81.64,住宅,二房,330,48000,251952280125乐有家,深圳市乐有家房产交易有限公司,2025-07-12 08:07:45~2025-09-11 08:09:45,2025-03-13
富盈门花园B栋,宝安,74.73,住宅,二房,400,57600,256890133113乐有家,深圳市乐有家房产交易有限公司,2025-08-15 06:08:59~2025-10-15 06:10:59,2025-03-18
汇源阁1栋,宝安,88.72,住宅,二房,350,49000,259905161839中原地产,中原地产代理（深圳）有限公司,2025-07-18 02:07:26~2025-09-17 02:09:26,2025-03-19
理想居1栋,宝安,77.77,住宅,二房,398,55300,258073056185鑫联地产,深圳市鑫联地产有限公司,2025-07-13 06:07:31~2025-09-12 06:09:31,2025-03-14
缤纷世界花园C4栋,宝安,71.61,住宅,二房,498,65000,255934927059乐有家,深圳市乐有家房产交易有限公司,2025-07-19 12:07:03~2025-09-18 12:09:03,2025-03-19
天骄世家2栋,宝安,72.16,住宅,二房,370,60200,255042354940德居房地产,深圳德居房地产经纪有限公司,2025-07-17 02:07:25~2025-09-16 02:09:25,2025-02-22
龙岸花园4栋,宝安,59.45,住宅,二房,400,56000,257145618494乐有家,深圳市乐有家房产交易有限公司,2025-06-26 06:06:29~2025-08-26 06:08:29,2025-03-11
招商观园9栋,宝安,75.61,住宅,二房,318,47000,258991825917深圳市卓鸿房地产有限公司,深圳市卓鸿房地产有限公司,2025-07-04 12:07:37~2025-09-03 12:09:37,2025-03-16
泰华*俊庭(1栋),宝安,60.06,住宅,二房,339,71000,250891270212中原地产,中原地产代理（深圳）有限公司,2025-07-14 04:07:05~2025-09-13 04:09:05,2025-04-01
黄金大厦1栋,宝安,64.26,住宅,二房,325,65400,250758723850乐有家,深圳市乐有家房产交易有限公司,2025-06-27 10:06:29~2025-08-27 10:08:29,2025-02-26
招商果岭花园7栋,宝安,61.2,住宅,二房,355,64700,259709182753乐有家,深圳市乐有家房产交易有限公司,2025-07-28 10:07:33~2025-09-27 10:09:33,2025-03-29
美丽AAA花园1栋,宝安,80.95,住宅,二房,400,50500,250367370124乐有家,深圳市乐有家房产交易有限公司,2025-06-20 02:06:25~2025-08-20 02:08:25,2025-02-24
富盈门花园A栋,宝安,75.45,住宅,二房,420,57600,255945935621乐有家,深圳市乐有家房产交易有限公司,2025-06-24 06:06:29~2025-08-24 06:08:29,2025-02-25
富盈门花园A栋,宝安,75.45,住宅,二房,420,57600,250715538643乐有家,深圳市乐有家房产交易有限公司,2025-07-04 04:07:31~2025-09-03 04:09:31,2025-03-14
湾美花园9#楼,宝安,54.09,住宅,二房,486,85000,258645583457乐有家,深圳市乐有家房产交易有限公司,2025-07-02 12:07:49~2025-09-01 12:09:49,2025-02-06
凤凰天誉华府,宝安,58.96,住宅,二房,410,--,256999072053鸿景元地产,深圳市鸿景元地产咨询有限公司,2025-07-04 10:07:23~2025-09-03 10:09:23,2025-03-06
玉湖湾花园1栋,宝安,42.03,住宅,二房,329,82200,251484253797乐有家,深圳市乐有家房产交易有限公司,2025-07-03 08:07:27~2025-09-02 08:09:27,2025-03-06
白金酒店公寓1栋,宝安,54.48,住宅,二房,350,78200,259339722219乐有家,深圳市乐有家房产交易有限公司,2025-07-23 08:07:22~2025-09-22 08:09:22,2025-03-20
泰华苑A栋,宝安,51.19,住宅,二房,340,64200,259493414694乐有家,深圳市乐有家房产交易有限公司,2025-07-13 10:07:47~2025-09-12 10:09:47,2025-03-15
汇源阁1栋,宝安,82.31,住宅,二房,320,49000,259668143379乐有家,深圳市乐有家房产交易有限公司,2025-07-21 08:07:09~2025-09-20 08:09:09,2025-02-25
世纪春城1栋,宝安,76.11,住宅,二房,340,51500,254036445083链家,深圳链家房地产经纪有限公司,2025-06-27 04:06:40~2025-08-27 04:08:40,2025-03-11
桃源盛景园10栋,宝安,87.32,住宅,二房,435,53000,259004794218乐有家,深圳市乐有家房产交易有限公司,2025-07-07 09:07:06~2025-09-06 09:09:06,2025-03-21
白金假日公寓1栋,宝安,44.03,住宅,二房,360,82400,254606356297深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-06-24 02:06:32~2025-08-24 02:08:32,2025-02-28
创业二村11栋,宝安,76.37,住宅,二房,460,65000,253652586330中原地产,中原地产代理（深圳）有限公司,2025-06-20 02:06:31~2025-08-20 02:08:31,2025-02-18
富盛苑B栋,宝安,81.32,住宅,二房,320,47200,253496940132盛联行,深圳市盛联行网络科技有限公司,2025-06-27 12:06:38~2025-08-27 12:08:38,2025-03-13
中海西岸华府12栋,宝安,95.79,住宅,二房,320,43600,255353267099乐有家,深圳市乐有家房产交易有限公司,2025-06-24 10:06:34~2025-08-24 10:08:34,2025-03-16
凤凰雅居1栋,宝安,47.66,住宅,二房,308,64700,253447584682乐有家,深圳市乐有家房产交易有限公司,2025-07-03 04:07:30~2025-09-02 04:09:30,2025-03-04
金地梅陇镇花园18栋,宝安,73.96,住宅,二房,380,58900,255205788861乐有家控股,深圳市乐有家控股集团有限公司,2025-07-20 04:07:26~2025-09-19 04:09:26,2025-03-18
潜龙曼海宁花园（北区）3栋,宝安,70.38,住宅,二房,380,73000,257384119283中原地产,中原地产代理（深圳）有限公司,2025-06-20 02:06:35~2025-08-20 02:08:35,2025-05-18
领航里程花园10栋,宝安,82.03,住宅,二房,470,61000,253681448696乐有家,深圳市乐有家房产交易有限公司,2025-07-22 10:07:45~2025-10-21 10:10:45,2025-08-13
幸福港湾尚品居,宝安,64.88,住宅,二房,390,73500,253609467138乐有家,深圳市乐有家房产交易有限公司,2025-07-20 12:07:46~2025-09-19 12:09:46,2025-05-20
福中福花园14栋,宝安,66.03,住宅,二房,350,58300,254954905775乐有家,深圳市乐有家房产交易有限公司,2025-07-06 04:07:43~2025-09-05 04:09:43,2025-05-28
灵芝新村六十五栋,宝安,60,其它,二房,480,70100,254839937928中原地产,中原地产代理（深圳）有限公司,2025-07-05 10:07:45~2025-09-04 10:09:45,2025-05-17
锦绣江南Ⅲ栋,宝安,79.16,住宅,二房,415,51400,254257885362乐有家,深圳市乐有家房产交易有限公司,2025-07-18 09:07:48~2025-09-17 09:09:48,2025-05-23
招商果岭花园7栋,宝安,70.49,住宅,二房,405,64700,259882448038九鸿置业,深圳市九鸿置业有限公司,2025-07-09 06:07:36~2025-09-08 06:09:36,2025-05-18
综合市场一栋,宝安,77.81,住宅,二房,300,44300,255510187874链家,深圳链家房地产经纪有限公司,2025-07-06 02:07:27~2025-09-05 02:09:27,2025-05-22
雅涛花园A1栋,宝安,66.67,住宅,二房,329,51600,255311280263景瑞,深圳市景瑞房地产置业顾问有限公司,2025-07-28 12:07:51~2025-09-27 12:09:51,2025-05-13
金汇名园1栋,宝安,78.53,住宅,二房,375,50300,259374448379链家,深圳链家房地产经纪有限公司,2025-07-04 04:07:25~2025-09-03 04:09:25,2025-05-26
美丽AAA花园1栋,宝安,81.11,住宅,二房,338,50500,251523086291乐有家,深圳市乐有家房产交易有限公司,2025-07-09 08:07:22~2025-09-08 08:09:22,2025-05-16
锦绣江南Ⅲ栋,宝安,79.16,住宅,二房,385,51400,258670205968链家,深圳链家房地产经纪有限公司,2025-07-25 06:07:35~2025-09-24 06:09:35,2025-05-27
雍和园1栋,宝安,73.36,住宅,二房,440,72300,257541042123中原地产,中原地产代理（深圳）有限公司,2025-07-26 12:07:43~2025-09-25 12:09:43,2025-05-25
海韵花园A1栋,宝安,75.59,住宅,二房,339,55300,252111749297中原地产,中原地产代理（深圳）有限公司,2025-07-18 04:07:00~2025-09-17 04:09:00,2025-05-21
金地梅陇镇花园18栋,宝安,73.96,住宅,二房,388,58900,255941859234链家,深圳链家房地产经纪有限公司,2025-06-21 04:06:24~2025-08-21 04:08:24,2025-06-18
优品建筑6栋,宝安,81.68,住宅,二房,340,46600,259075613607乐有家,深圳市乐有家房产交易有限公司,2025-08-18 10:08:25~2025-10-18 10:10:25,2025-05-19
碧海富通城5栋,宝安,57.3,住宅,二房,328,70200,257549940478九鸿置业,深圳市九鸿置业有限公司,2025-06-27 04:06:43~2025-08-27 04:08:43,2025-05-16
北方园小区S11栋,宝安,78.9,住宅,二房,328,52000,259392364005乐有家,深圳市乐有家房产交易有限公司,2025-07-21 04:07:42~2025-09-20 04:09:42,2025-05-21
富通蟠龙居A栋,宝安,67.67,住宅,二房,330,57000,254020285852乐有家,深圳市乐有家房产交易有限公司,2025-07-13 06:07:46~2025-09-12 06:09:46,2025-05-14
海滨城广场5栋,宝安,60.1,住宅,二房,380,52500,252737152296中原地产,中原地产代理（深圳）有限公司,2025-07-20 12:07:20~2025-09-19 12:09:20,2025-05-20
潜龙*鑫茂花园A区5栋,宝安,69.32,住宅,二房,418,61300,253276622633乐有家,深圳市乐有家房产交易有限公司,2025-07-08 08:07:11~2025-09-07 08:09:11,2025-05-16
金港华庭1栋,宝安,64.92,住宅,二房,349,63300,251113606152中原地产,中原地产代理（深圳）有限公司,2025-07-29 04:07:57~2025-09-28 04:09:57,2025-05-22
华业玫瑰四季馨园一期1栋,宝安,71.31,住宅,二房,450,73800,251213859443乐有家,深圳市乐有家房产交易有限公司,2025-07-11 12:07:48~2025-09-10 12:09:48,2025-05-16
翠景居B栋,宝安,71.88,住宅,二房,330,45200,255502969357乐有家,深圳市乐有家房产交易有限公司,2025-07-20 12:07:07~2025-09-19 12:09:07,2025-05-24
金汇名园1栋,宝安,85.6,住宅,二房,388,50300,259250864773楼上地产,深圳楼上房地产经纪有限公司,2025-07-21 12:07:45~2025-09-20 12:09:45,2025-05-19
新安湖花园新照村,宝安,79.5,住宅,二房,370,62000,258327714721中原地产,中原地产代理（深圳）有限公司,2025-07-07 10:07:33~2025-09-06 10:09:33,2025-05-17
常盛花园一栋,宝安,77.6,住宅,二房,300,45400,255122631102房百通,深圳市房百通网络信息咨询有限公司,2025-07-09 12:07:39~2025-09-08 12:09:39,2025-05-25
海峦坊1栋,宝安,57.64,住宅,二房,418,--,255919645471乐有家,深圳市乐有家房产交易有限公司,2025-07-12 04:07:49~2025-09-11 04:09:49,2025-05-22
华强城市花园（一期）A区2栋,宝安,69.34,住宅,二房,325,--,251736339043中原地产,中原地产代理（深圳）有限公司,2025-08-11 12:08:14~2025-10-11 12:10:14,2025-05-22
泰华*俊庭(1栋),宝安,61.9,住宅,二房,325,71000,258977804514楼上地产,深圳楼上房地产经纪有限公司,2025-07-21 04:07:37~2025-09-20 04:09:37,2025-05-27
星航华府二期,宝安,78.25,住宅,二房,305,52400,254607923438安家房地产,深圳市安家房地产投资顾问有限公司,2025-06-24 06:06:14~2025-08-24 06:08:14,2025-05-27
湾上六座花园7栋,宝安,64.06,住宅,二房,430,74200,259996662924中原地产,中原地产代理（深圳）有限公司,2025-08-08 10:08:34~2025-10-08 10:10:34,2025-05-15
悠山美地家园2栋,宝安,81.05,住宅,二房,340,52200,250518673387乐有家,深圳市乐有家房产交易有限公司,2025-07-26 10:07:42~2025-09-25 10:09:42,2025-05-29
京基智农山海公馆,宝安,77,住宅,二房,458,--,251547765983乐有家,深圳市乐有家房产交易有限公司,2025-07-13 02:07:00~2025-09-12 02:09:00,2025-05-17
富瑰园C栋,宝安,74.55,住宅,二房,338,56400,253261909430弘雅地产,深圳弘雅房地产经纪有限责任公司,2025-08-11 04:08:26~2025-10-11 04:10:26,2025-05-25
绿海名居1号楼,宝安,75.31,住宅,二房,448,66800,250074668959中原地产,中原地产代理（深圳）有限公司,2025-07-15 04:07:19~2025-09-14 04:09:19,2025-05-16
世纪春城（二期）4栋,宝安,78.9,住宅,二房,340,52000,255183473853乐有家控股,深圳市乐有家控股集团有限公司,2025-07-16 02:07:32~2025-09-15 02:09:32,2025-05-16
新安湖花园新云轩,宝安,69.4,住宅,二房,318,62000,257051361145鸿景元地产,深圳市鸿景元地产咨询有限公司,2025-07-12 10:07:23~2025-09-11 10:09:23,2025-05-14
西海岸花园海峰阁,宝安,81.49,住宅,二房,485,57000,251128153832乐有家,深圳市乐有家房产交易有限公司,2025-07-23 08:07:30~2025-09-22 08:09:30,2025-05-24
水榭春天花园（三期）8-12#楼,宝安,66.87,住宅,二房,500,73000,258452700301乐有家,深圳市乐有家房产交易有限公司,2025-07-21 04:07:55~2025-09-20 04:09:55,2025-05-22
金地上塘道花园3栋,宝安,63.2,住宅,二房,380,66600,257915986396链家,深圳链家房地产经纪有限公司,2025-07-22 06:07:38~2025-09-21 06:09:38,2025-05-27
潜龙花园十五栋,宝安,72.6,住宅,二房,320,51200,257286981495乐有家,深圳市乐有家房产交易有限公司,2025-07-22 12:07:04~2025-09-21 12:09:04,2025-05-22
潜龙*鑫茂花园A区3栋,宝安,70.18,住宅,二房,370,61300,250063091174乐有家,深圳市乐有家房产交易有限公司,2025-07-17 02:07:25~2025-09-16 02:09:25,2025-05-28
都市翠海华苑1栋,宝安,56.5,住宅,二房,460,100800,256527322629乐有家,深圳市乐有家房产交易有限公司,2025-07-15 12:07:07~2025-09-14 12:09:07,2025-05-16
西海岸花园海逸阁,宝安,56.02,住宅,二房,350,57000,251297459254中原地产,中原地产代理（深圳）有限公司,2025-07-16 12:07:40~2025-09-15 12:09:40,2025-05-16
锦绣江南Ⅰ栋,宝安,78.14,住宅,二房,380,51400,254800454763乐有家控股,深圳市乐有家控股集团有限公司,2025-07-20 03:07:44~2025-09-19 03:09:44,2025-05-28
金域豪庭8栋,宝安,77.3,住宅,二房,360,58000,255359979812乐有家,深圳市乐有家房产交易有限公司,2025-07-23 06:07:40~2025-09-22 06:09:40,2025-05-25
锦绣清华园四区1栋,宝安,80.81,住宅,二房,369,48000,254684775585馨乐居房地产,深圳市馨乐居房地产经纪有限公司,2025-07-20 02:07:18~2025-10-19 02:10:18,2025-07-24
万家灯火花园2栋,宝安,63.26,住宅,二房,310,48100,254450121920乐有家控股,深圳市乐有家控股集团有限公司,2025-07-07 10:07:42~2025-09-06 10:09:42,2025-05-23
万科金域华府一期1-8栋,宝安,85.12,住宅,二房,495,81200,251043540399诚荣源房地产,深圳市诚荣源房地产经纪有限公司,2025-06-27 06:06:45~2025-08-27 06:08:45,2025-05-21
海雅广场1栋,宝安,48.92,住宅,二房,398,81200,257460106309中原地产,中原地产代理（深圳）有限公司,2025-08-15 06:08:31~2025-10-15 06:10:31,2025-05-18
幸福港湾尚品居,宝安,63.77,住宅,二房,439,73500,255577648754链家,深圳链家房地产经纪有限公司,2025-07-17 10:07:52~2025-09-16 10:09:52,2025-05-18
缤纷世界花园A栋,宝安,73.5,住宅,二房,500,65000,256557241057链家,深圳链家房地产经纪有限公司,2025-07-20 10:07:01~2025-09-19 10:09:01,2025-05-22
日出印象花园3栋,宝安,75.66,住宅,二房,388,52100,255963434168乐有家,深圳市乐有家房产交易有限公司,2025-05-23 03:05:24~2025-08-22 03:08:24,2025-05-23
豪业华庭C栋,宝安,70.26,住宅,二房,460,57300,252176802577乐有家,深圳市乐有家房产交易有限公司,2025-07-15 06:07:34~2025-09-14 06:09:34,2025-05-16
青年城邦园3栋,宝安,59.73,住宅,二房,308,56900,251356423802深圳市宏帆房地产经纪有限公司,深圳市宏帆房地产经纪有限公司,2025-07-31 04:07:38~2025-09-30 04:09:38,2025-05-22
皓月花园4栋,宝安,66.32,住宅,二房,354,53400,256733419572乐有家,深圳市乐有家房产交易有限公司,2025-05-25 05:05:08~2025-08-24 05:08:08,2025-05-25
世纪春城四期2#楼,宝安,83.96,住宅,二房,380,57000,258378113872链家,深圳链家房地产经纪有限公司,2025-07-17 07:07:54~2025-09-16 07:09:54,2025-05-21
缤纷世界花园C2栋,宝安,71.18,住宅,二房,420,65000,253088919489乐有家,深圳市乐有家房产交易有限公司,2025-07-18 12:07:56~2025-09-17 12:09:56,2025-05-18
雅仕阁一栋,宝安,57.89,住宅,二房,300,56500,250553700143链家,深圳链家房地产经纪有限公司,2025-07-17 11:07:07~2025-09-16 11:09:07,2025-05-17
金汇名园1栋,宝安,76.99,住宅,二房,400,50300,253300429874乐有家,深圳市乐有家房产交易有限公司,2025-07-20 02:07:37~2025-09-19 02:09:37,2025-05-22
怡宝花园1栋,宝安,80.16,住宅,二房,340,42000,259162230272乐有家,深圳市乐有家房产交易有限公司,2025-06-23 06:06:34~2025-08-23 06:08:34,2025-05-23
康达尔山海上园（一期）B区1号楼,宝安,72.88,住宅,二房,490,64700,257436139535乐有家,深圳市乐有家房产交易有限公司,2025-07-12 08:07:51~2025-09-11 08:09:51,2025-05-25
缤纷世界花园B1栋,宝安,76.07,住宅,二房,480,65000,253310093722乐有家,深圳市乐有家房产交易有限公司,2025-07-22 02:07:17~2025-09-21 02:09:17,2025-05-22
世纪春城(二期)13栋,宝安,76.93,住宅,二房,385,52000,253966599122乐有家,深圳市乐有家房产交易有限公司,2025-07-19 12:07:49~2025-09-18 12:09:49,2025-05-24
香缇雅苑5＃楼,宝安,64.6,住宅,二房,330,54300,257429898684乐有家,深圳市乐有家房产交易有限公司,2025-07-16 04:07:46~2025-09-15 04:09:46,2025-05-21
世纪春城（6号地块）1栋,宝安,64.2,住宅,二房,378,56000,250245012503乐有家,深圳市乐有家房产交易有限公司,2025-07-17 10:07:33~2025-09-16 10:09:33,2025-05-19
日出印象花园B区4栋,宝安,76.63,住宅,二房,410,52100,255207799057乐有家控股,深圳市乐有家控股集团有限公司,2025-07-25 08:07:43~2025-09-24 08:09:43,2025-05-26
星河盛世花园(一期)1栋,宝安,76.24,住宅,二房,480,72000,256576076600安亿家,深圳安亿家网络科技有限公司,2025-07-21 12:07:07~2025-09-20 12:09:07,2025-05-26
泰华*俊庭(1栋),宝安,61.74,住宅,二房,355,71000,259359578256楼上地产,深圳楼上房地产经纪有限公司,2025-07-05 06:07:02~2025-09-04 06:09:02,2025-05-21
悠山美地家园2栋,宝安,81.05,住宅,二房,330,52200,251441753137乐有家,深圳市乐有家房产交易有限公司,2025-05-24 10:05:39~2025-08-23 10:08:39,2025-07-24
香格丽湾园1栋,宝安,62.63,住宅,二房,370,65000,250137100879乐有家,深圳市乐有家房产交易有限公司,2025-07-15 10:07:51~2025-09-14 10:09:51,2025-05-17
